State,County,PovertyRate,MedianHouseholdIncome
IN,Delaware County,21.5,"45,912"
IN,Dubois County,5.9,"63,869"
IN,Elkhart County,9.6,"55,782"
IN,Fayette County,13.5,"48,499"
IN,Floyd County,10.6,"64,614"
IN,Fountain County,12.5,"55,337"
IN,Franklin County,9.2,"67,315"
IN,Fulton County,9.6,"55,011"
IN,Gibson County,9.3,"61,872"
IN,Grant County,16,"47,509"
IN,Greene County,13.5,"51,918"
IN,Hamilton County,4.2,"107,710"
IN,Hancock County,5.2,"77,905"
IN,Harrison County,8.2,"64,270"
IN,Hendricks County,4.9,"85,827"
IN,Henry County,12.9,"49,293"
IN,Howard County,12.2,"54,048"
IN,Huntington County,9.7,"54,565"
IN,Jackson County,10.1,"59,472"
IN,Jasper County,8.8,"65,352"
IN,Jay County,12.5,"49,447"
IN,Jefferson County,11.6,"53,378"
IN,Jennings County,11.6,"55,022"
IN,Johnson County,6,"74,427"
IN,Knox County,12.7,"48,760"
IN,Kosciusko County,9,"64,677"
IN,Lagrange County,7.5,"70,746"
IN,Lake County,14.5,"57,280"
IN,La Porte County,13.4,"56,427"
IN,Lawrence County,10.5,"56,261"
IN,Madison County,13.1,"54,145"
IN,Marion County,15.2,"50,707"
IN,Marshall County,10.9,"53,695"
IN,Martin County,10.9,"56,735"
IN,Miami County,13,"53,658"
IN,Monroe County,20.8,"53,113"
IN,Montgomery County,12.1,"54,366"
IN,Morgan County,8.9,"63,414"
IN,Newton County,9.5,"61,457"
IN,Noble County,7.8,"60,980"
IN,Ohio County,9.6,"58,294"
IN,Orange County,14.1,"47,931"
IN,Owen County,12,"53,387"
IN,Parke County,15.1,"51,554"
IN,Perry County,12.1,"53,908"
IN,Pike County,9.4,"52,378"
IN,Porter County,8.1,"74,064"
IN,Posey County,8.6,"68,435"
IN,Pulaski County,11.2,"52,432"
IN,Putnam County,10.5,"64,098"
IN,Randolph County,13.3,"50,496"
IN,Ripley County,9.1,"61,219"
IN,Rush County,11,"54,371"
IN,St. Joseph County,15.3,"53,881"
IN,Scott County,13.6,"50,571"
IN,Shelby County,10.1,"59,798"
IN,Spencer County,8.7,"59,183"
IN,Starke County,13.3,"54,001"
IN,Steuben County,8.6,"59,444"
IN,Sullivan County,14.4,"53,375"
IN,Switzerland County,14.5,"52,482"
IN,Tippecanoe County,16.1,"51,228"
IN,Tipton County,7.8,"69,960"
IN,Union County,9.6,"53,866"
IN,Vanderburgh County,14.4,"51,603"
IN,Vermillion County,12.2,"50,723"
IN,Vigo County,20.8,"48,082"
IN,Wabash County,10.9,"59,874"
IN,Warren County,9.4,"64,109"
IN,Warrick County,6.3,"79,644"
IN,Washington County,12.1,"51,948"
IN,Wayne County,15.2,"47,885"
IN,Wells County,7.4,"61,636"
IN,White County,10.3,"58,295"
IN,Whitley County,7.7,"67,347"
IA,Iowa,11,"61,807"
IA,Adair County,10.7,"57,977"
IA,Adams County,12.5,"53,385"
IA,Allamakee County,13,"56,240"
IA,Appanoose County,19.3,"41,672"
IA,Audubon County,10.9,"53,197"
IA,Benton County,7.8,"70,023"
IA,Black Hawk County,13.7,"60,010"
IA,Boone County,8.7,"63,975"
IA,Bremer County,6.7,"67,229"
IA,Buchanan County,9.5,"67,906"
IA,Buena Vista County,10.2,"57,048"
IA,Butler County,10.5,"57,080"
IA,Calhoun County,11.5,"57,007"
IA,Carroll County,8.2,"61,379"
IA,Cass County,14.3,"53,692"
IA,Cedar County,7.8,"71,029"
IA,Cerro Gordo County,8.5,"54,589"
IA,Cherokee County,10.2,"59,901"
IA,Chickasaw County,8.5,"60,111"
IA,Clarke County,11.7,"57,708"
IA,Clay County,10.3,"57,174"
IA,Clayton County,11,"53,223"
IA,Clinton County,13.1,"56,865"
IA,Crawford County,12.5,"58,077"
IA,Dallas County,4.3,"97,535"
IA,Davis County,11.5,"57,150"
IA,Decatur County,18.3,"44,873"
IA,Delaware County,8.6,"70,091"
IA,Des Moines County,14.9,"53,547"
IA,Dickinson County,7,"66,211"
IA,Dubuque County,10.7,"62,481"
IA,Emmet County,11.4,"55,635"
IA,Fayette County,13.2,"53,142"
IA,Floyd County,11.7,"55,369"
IA,Franklin County,11.2,"55,847"
IA,Fremont County,11.6,"60,498"
IA,Greene County,11.2,"55,562"
IA,Grundy County,5.5,"73,683"
IA,Guthrie County,8.8,"64,965"
IA,Hamilton County,9.1,"63,234"
IA,Hancock County,9,"62,030"
IA,Hardin County,10.6,"57,103"
IA,Harrison County,8.7,"63,901"
IA,Henry County,11.7,"57,747"
IA,Howard County,9.6,"58,028"
IA,Humboldt County,10.8,"56,695"
IA,Ida County,10.5,"58,249"
IA,Iowa County,6.7,"66,861"
IA,Jackson County,12.3,"57,687"
IA,Jasper County,8.4,"67,317"
IA,Jefferson County,14.2,"51,741"
IA,Johnson County,16,"67,295"
IA,Jones County,9.5,"63,399"
IA,Keokuk County,11.4,"54,937"
IA,Kossuth County,10.3,"59,568"
IA,Lee County,15,"51,089"
IA,Linn County,11.1,"64,783"
IA,Louisa County,9.2,"60,544"
IA,Lucas County,14.9,"53,085"
IA,Lyon County,7.4,"66,139"
IA,Madison County,6.9,"72,578"
IA,Mahaska County,10.8,"59,242"
IA,Marion County,8.2,"66,381"
IA,Marshall County,13,"55,631"
IA,Mills County,8.8,"72,679"
IA,Mitchell County,9.3,"61,247"
IA,Monona County,12.3,"53,104"
IA,Monroe County,10.7,"56,397"
IA,Montgomery County,13.2,"52,715"
IA,Muscatine County,10.1,"61,767"
IA,O'Brien County,10.1,"60,298"
IA,Osceola County,9.3,"60,702"
IA,Page County,14.9,"52,179"
IA,Palo Alto County,11.1,"55,074"
IA,Plymouth County,7.2,"69,165"
IA,Pocahontas County,10.1,"56,146"
IA,Polk County,10.1,"67,331"
IA,Pottawattamie County,11,"60,322"
IA,Poweshiek County,11.6,"57,741"
IA,Ringgold County,15.1,"50,890"
IA,Sac County,9.5,"59,392"
IA,Scott County,11.8,"65,724"
IA,Shelby County,8.7,"60,498"
IA,Sioux County,7,"71,566"
IA,Story County,15.8,"64,151"
IA,Tama County,13.1,"56,281"
IA,Taylor County,12.5,"51,510"
IA,Union County,12.1,"52,914"
IA,Van Buren County,12.8,"50,425"
IA,Wapello County,14.2,"50,533"
IA,Warren County,7.3,"79,557"
IA,Washington County,9.1,"63,230"
IA,Wayne County,19.1,"49,962"
IA,Webster County,12.1,"53,344"
IA,Winnebago County,10.2,"50,258"
IA,Winneshiek County,8.6,"65,482"
IA,Woodbury County,12.8,"58,419"
IA,Worth County,9.8,"60,139"
IA,Wright County,11,"54,251"
KS,Kansas,11.3,"62,028"
KS,Allen County,17.3,"46,690"
KS,Anderson County,12.7,"51,352"
KS,Atchison County,13.8,"51,860"
KS,Barber County,13.6,"50,660"
KS,Barton County,13.4,"50,754"
KS,Bourbon County,15.6,"47,452"
KS,Brown County,15.4,"47,558"
KS,Butler County,8.5,"66,199"
KS,Chase County,11.4,"51,022"
KS,Chautauqua County,16.4,"43,664"
KS,Cherokee County,15.4,"47,682"
KS,Cheyenne County,11.6,"47,323"
KS,Clark County,12.4,"59,085"
KS,Clay County,10,"52,781"
KS,Cloud County,13.5,"46,299"
KS,Coffey County,11.2,"62,715"
KS,Comanche County,11.6,"47,854"
KS,Cowley County,13.5,"51,537"
KS,Crawford County,18.5,"42,723"
KS,Decatur County,13.2,"46,878"
KS,Dickinson County,9.8,"58,066"
KS,Doniphan County,11.4,"52,596"
KS,Douglas County,15.1,"62,559"
KS,Edwards County,11.7,"49,047"
KS,Elk County,19.4,"41,930"
KS,Ellis County,13.1,"51,237"
KS,Ellsworth County,9.6,"56,988"
KS,Finney County,13,"57,412"
KS,Ford County,13.8,"54,604"
KS,Franklin County,10.4,"55,984"
KS,Geary County,11.7,"58,978"
KS,Gove County,9.6,"52,986"
KS,Graham County,11.8,"48,912"
KS,Grant County,10.5,"65,178"
KS,Gray County,7.6,"69,077"
KS,Greeley County,10.9,"58,492"
KS,Greenwood County,14.9,"44,876"
KS,Hamilton County,13.1,"55,857"
KS,Harper County,14.2,"47,540"
KS,Harvey County,9.3,"62,961"
KS,Haskell County,9.7,"62,477"
KS,Hodgeman County,10.4,"58,360"
KS,Jackson County,10.9,"60,615"
KS,Jefferson County,7.8,"68,549"
KS,Jewell County,13,"46,017"
KS,Johnson County,5.3,"91,913"
KS,Kearny County,10.4,"67,301"
KS,Kingman County,11.3,"56,907"
KS,Kiowa County,12.1,"49,588"
KS,Labette County,15.8,"44,170"
KS,Lane County,10.3,"60,315"
KS,Leavenworth County,8.3,"75,840"
KS,Lincoln County,12.1,"47,557"
KS,Linn County,12,"62,876"
KS,Logan County,10,"53,538"
KS,Lyon County,15.1,"49,840"
KS,McPherson County,7.2,"65,834"
KS,Marion County,10.7,"51,771"
KS,Marshall County,9.4,"55,858"
KS,Meade County,9.7,"64,640"
KS,Miami County,6.8,"74,428"
KS,Mitchell County,11.1,"51,979"
KS,Montgomery County,15.7,"44,240"
KS,Morris County,10.5,"54,775"
KS,Morton County,11.7,"56,175"
KS,Nemaha County,8.8,"63,373"
KS,Neosho County,15.7,"49,533"
KS,Ness County,10.6,"54,727"
KS,Norton County,11.6,"49,739"
KS,Osage County,14.2,"55,655"
KS,Osborne County,13.5,"46,351"
KS,Ottawa County,9.9,"58,729"
KS,Pawnee County,14,"65,141"
KS,Phillips County,11,"51,546"
KS,Pottawatomie County,7.2,"73,685"
KS,Pratt County,11.2,"53,980"
KS,Rawlins County,14.2,"50,768"
KS,Reno County,13.4,"53,371"
KS,Republic County,12.2,"47,082"
KS,Rice County,11.8,"56,350"
KS,Riley County,20.9,"51,996"
KS,Rooks County,10.5,"49,485"
KS,Rush County,12.2,"53,189"
KS,Russell County,14.4,"46,112"
KS,Saline County,12.3,"56,741"
KS,Scott County,7.9,"62,914"
KS,Sedgwick County,12.6,"60,014"
KS,Seward County,14.2,"55,727"
KS,Shawnee County,9.8,"59,451"
KS,Sheridan County,11.8,"54,627"
KS,Sherman County,12.5,"54,000"
KS,Smith County,11.6,"45,915"
KS,Stafford County,13.7,"51,007"
KS,Stanton County,10.6,"63,401"
KS,Stevens County,9.7,"61,264"
KS,Sumner County,11.4,"53,618"
KS,Thomas County,9.1,"58,652"
KS,Trego County,10.8,"52,597"
KS,Wabaunsee County,6.9,"66,168"
KS,Wallace County,12.1,"54,714"
KS,Washington County,9.5,"46,263"
KS,Wichita County,11,"54,009"
KS,Wilson County,13.3,"46,243"
KS,Woodson County,14.3,"43,751"
KS,Wyandotte County,20.6,"47,292"
KY,Kentucky,16,"52,256"
KY,Adair County,21.4,"37,650"
KY,Allen County,16.8,"47,307"
KY,Anderson County,10.2,"61,308"
KY,Ballard County,15.5,"48,053"
KY,Barren County,20.1,"44,859"
KY,Bath County,19.4,"42,248"
KY,Bell County,30.3,"30,940"
KY,Boone County,7.1,"78,806"
KY,Bourbon County,14.1,"47,046"
KY,Boyd County,20.6,"50,017"
KY,Boyle County,15.5,"53,644"
KY,Bracken County,14.1,"53,289"
KY,Breathitt County,29.2,"33,407"
KY,Breckinridge County,18.3,"46,069"
KY,Bullitt County,7.8,"66,335"
KY,Butler County,18,"46,305"
KY,Caldwell County,15.8,"44,144"
KY,Calloway County,16.5,"45,574"
KY,Campbell County,10.9,"66,520"
KY,Carlisle County,15.5,"49,659"
KY,Carroll County,15.2,"51,672"
KY,Carter County,20,"43,492"
KY,Casey County,25.2,"34,751"
KY,Christian County,18.9,"46,390"
KY,Clark County,13,"55,428"
KY,Clay County,32.6,"30,175"
KY,Clinton County,23.4,"34,005"
KY,Crittenden County,19.2,"44,595"
KY,Cumberland County,23,"34,897"
KY,Daviess County,15.4,"52,620"
KY,Edmonson County,16,"47,482"
KY,Elliott County,27.7,"34,262"
KY,Estill County,22.7,"35,004"
KY,Fayette County,15.4,"58,981"
KY,Fleming County,21.1,"43,943"
KY,Floyd County,27.4,"35,828"
KY,Franklin County,11.5,"58,917"
KY,Fulton County,25.6,"34,376"
KY,Gallatin County,13.3,"55,273"
KY,Garrard County,15.7,"51,757"
KY,Grant County,13.3,"55,210"
KY,Graves County,17.9,"48,038"
KY,Grayson County,20.3,"43,771"
KY,Green County,18.6,"38,896"
KY,Greenup County,15.9,"52,179"
KY,Hancock County,12.2,"60,626"
KY,Hardin County,10.7,"57,711"
KY,Harlan County,31.1,"30,050"
KY,Harrison County,15.3,"51,475"
KY,Hart County,20.1,"42,718"
KY,Henderson County,16.3,"53,199"
KY,Henry County,14.7,"51,806"
KY,Hickman County,16.9,"52,331"
KY,Hopkins County,18.1,"48,769"
KY,Jackson County,27.8,"34,940"
KY,Jefferson County,14.2,"59,025"
KY,Jessamine County,11,"62,533"
KY,Johnson County,25.8,"31,202"
KY,Kenton County,11.2,"68,692"
KY,Knott County,30.5,"32,613"
KY,Knox County,31.5,"31,634"
KY,Larue County,15.4,"49,785"
KY,Laurel County,21.4,"44,033"
KY,Lawrence County,23.4,"38,055"
KY,Lee County,34.9,"30,905"
KY,Leslie County,32.3,"32,202"
KY,Letcher County,28.9,"32,435"
KY,Lewis County,23.2,"37,410"
KY,Lincoln County,19.7,"43,220"
KY,Livingston County,12.2,"50,521"
KY,Logan County,15.3,"48,902"
KY,Lyon County,14.5,"52,978"
KY,McCracken County,15.5,"48,219"
KY,McCreary County,34.5,"32,701"
KY,McLean County,14,"51,184"
KY,Madison County,17.7,"50,316"
KY,Magoffin County,29.4,"32,045"
KY,Marion County,16.8,"48,062"
KY,Marshall County,11.8,"57,945"
KY,Martin County,34.4,"34,291"
KY,Mason County,15.7,"47,861"
KY,Meade County,11.4,"54,946"
KY,Menifee County,26.1,"37,457"
KY,Mercer County,13.8,"55,267"
KY,Metcalfe County,22.6,"38,978"
KY,Monroe County,21.7,"36,512"
KY,Montgomery County,15.8,"52,903"
KY,Morgan County,26.5,"37,433"
KY,Muhlenberg County,18.8,"45,049"
KY,Nelson County,10.5,"64,795"
KY,Nicholas County,17.3,"38,084"
KY,Ohio County,15.6,"47,542"
KY,Oldham County,4.9,"101,152"
KY,Owen County,15.7,"51,494"
KY,Owsley County,35.5,"28,727"
KY,Pendleton County,12.4,"58,962"
KY,Perry County,24.2,"38,000"
KY,Pike County,24,"36,875"
KY,Powell County,21.5,"41,760"
KY,Pulaski County,22.5,"43,568"
KY,Robertson County,22,"47,017"
KY,Rockcastle County,21,"40,790"
KY,Rowan County,23.3,"44,068"
KY,Russell County,22.6,"44,056"
KY,Scott County,8.6,"74,719"
KY,Shelby County,9.4,"71,737"
KY,Simpson County,12.5,"52,931"
KY,Spencer County,7.3,"79,863"
KY,Taylor County,16.4,"48,485"
KY,Todd County,17.1,"47,742"
KY,Trigg County,14.6,"49,955"
KY,Trimble County,11.9,"58,998"
KY,Union County,17.3,"49,870"
KY,Warren County,15.4,"53,238"
KY,Washington County,14.4,"51,286"
KY,Wayne County,23.8,"34,449"
KY,Webster County,16.3,"49,079"
KY,Whitley County,22.6,"38,191"
KY,Wolfe County,30.1,"32,773"
KY,Woodford County,8.3,"67,815"
LA,Louisiana,18.8,"51,108"
LA,Acadia Parish,20.3,"44,728"
LA,Allen Parish,21.6,"47,111"
LA,Ascension Parish,9.6,"83,072"
LA,Assumption Parish,18.8,"51,763"
LA,Avoyelles Parish,24.4,"38,316"
LA,Beauregard Parish,14.3,"55,343"
LA,Bienville Parish,24.4,"37,198"
LA,Bossier Parish,16.4,"54,080"
LA,Caddo Parish,24.1,"45,613"
LA,Calcasieu Parish,18.9,"53,050"
LA,Caldwell Parish,19.5,"44,007"
LA,Cameron Parish,13.7,"60,317"
LA,Catahoula Parish,26.4,"36,794"
LA,Claiborne Parish,32.5,"36,497"
LA,Concordia Parish,27.5,"36,276"
LA,De Soto Parish,18,"47,347"
LA,East Baton Rouge Parish,17.7,"56,303"
LA,East Carroll Parish,38.4,"29,943"
LA,East Feliciana Parish,18.7,"50,041"
LA,Evangeline Parish,28.6,"35,146"
LA,Franklin Parish,25.8,"35,484"
LA,Grant Parish,18.6,"49,544"
LA,Iberia Parish,21.9,"47,731"
LA,Iberville Parish,18.7,"55,198"
LA,Jackson Parish,19.2,"43,232"
LA,Jefferson Parish,14.6,"55,909"
LA,Jefferson Davis Parish,19.1,"47,988"
LA,Lafayette Parish,16.6,"60,053"
LA,Lafourche Parish,17.5,"54,145"
LA,La Salle Parish,16.9,"51,014"
LA,Lincoln Parish,29.5,"41,608"
LA,Livingston Parish,12,"63,852"
LA,Madison Parish,41.1,"32,229"
LA,Morehouse Parish,31,"34,922"
LA,Natchitoches Parish,19.6,"49,536"
LA,Orleans Parish,23.5,"45,092"
LA,Ouachita Parish,23.9,"43,235"
LA,Plaquemines Parish,15.1,"60,795"
LA,Pointe Coupee Parish,20,"48,011"
LA,Rapides Parish,18.3,"49,687"
LA,Red River Parish,23.9,"39,806"
LA,Richland Parish,25.1,"39,586"
LA,Sabine Parish,18.4,"45,486"
LA,St. Bernard Parish,19.2,"45,806"
LA,St. Charles Parish,11.1,"71,579"
LA,St. Helena Parish,19.6,"43,376"
LA,St. James Parish,16.6,"57,250"
LA,St. John the Baptist Parish,16,"54,944"
LA,St. Landry Parish,22.6,"39,599"
LA,St. Martin Parish,18.7,"47,247"
LA,St. Mary Parish,23.8,"40,918"
LA,St. Tammany Parish,11.5,"71,526"
LA,Tangipahoa Parish,21.7,"47,860"
LA,Tensas Parish,28.9,"31,436"
LA,Terrebonne Parish,19,"51,719"
LA,Union Parish,19.4,"44,617"
LA,Vermilion Parish,17,"50,193"
LA,Vernon Parish,15.3,"51,652"
LA,Washington Parish,24.9,"35,505"
LA,Webster Parish,29.6,"38,386"
LA,West Baton Rouge Parish,14.4,"65,344"
LA,West Carroll Parish,21,"42,614"
LA,West Feliciana Parish,22.1,"65,296"
LA,Winn Parish,23.4,"43,166"
ME,Maine,10.9,"58,824"
ME,Androscoggin County,10.4,"58,958"
ME,Aroostook County,15.5,"40,675"
ME,Cumberland County,7.8,"75,254"
ME,Franklin County,12.6,"51,136"
ME,Hancock County,10.6,"58,926"
ME,Kennebec County,11.5,"55,358"
ME,Knox County,10.9,"55,910"
ME,Lincoln County,11,"58,619"
ME,Oxford County,13,"50,344"
ME,Penobscot County,12.4,"50,702"
ME,Piscataquis County,16.5,"43,509"
ME,Sagadahoc County,8.6,"65,841"
ME,Somerset County,18.3,"45,333"
ME,Waldo County,13.7,"51,073"
ME,Washington County,19.6,"39,068"
ME,York County,7.9,"66,803"
MD,Maryland,9.1,"86,644"
MD,Allegany County,16,"48,170"
MD,Anne Arundel County,5.8,"100,916"
MD,Baltimore County,8.9,"76,972"
MD,Calvert County,5.7,"111,056"
MD,Caroline County,12.1,"60,143"
MD,Carroll County,5.1,"101,810"
MD,Cecil County,10.3,"75,307"
MD,Charles County,6.4,"102,510"
MD,Dorchester County,16.4,"48,709"
MD,Frederick County,5.7,"102,951"
MD,Garrett County,12.8,"59,253"
MD,Harford County,6.7,"91,492"
MD,Howard County,5,"121,329"
MD,Kent County,12.4,"65,615"
MD,Montgomery County,7.3,"110,012"
MD,Prince George's County,8.7,"85,357"
MD,Queen Anne's County,6,"101,350"
MD,St. Mary's County,7.7,"89,123"
MD,Somerset County,23.6,"38,731"
MD,Talbot County,8.7,"75,714"
MD,Washington County,12.3,"59,785"
MD,Wicomico County,16,"54,351"
MD,Worcester County,9.9,"65,821"
MD,Baltimore city,20.4,"49,780"
MA,Massachusetts,9.5,"85,700"
MA,Barnstable County,6.5,"82,686"
MA,Berkshire County,11.2,"58,805"
MA,Bristol County,11.3,"69,857"
MA,Dukes County,7.3,"76,036"
MA,Essex County,8.8,"83,253"
MA,Franklin County,9.3,"60,143"
MA,Hampden County,13.8,"59,918"
MA,Hampshire County,11.1,"74,142"
MA,Middlesex County,6.9,"106,543"
MA,Nantucket County,5.5,"96,030"
MA,Norfolk County,5.8,"106,851"
MA,Plymouth County,7.4,"90,584"
MA,Suffolk County,16.7,"75,843"
MA,Worcester County,9.4,"77,795"
MI,Michigan,12.9,"59,522"
MI,Alcona County,18,"41,491"
MI,Alger County,12.6,"52,285"
MI,Allegan County,10.8,"66,568"
MI,Alpena County,13.9,"43,676"
MI,Antrim County,9.6,"58,317"
MI,Arenac County,17.2,"44,017"
MI,Baraga County,13.7,"48,371"
MI,Barry County,7.8,"67,703"
MI,Bay County,13.4,"50,130"
MI,Benzie County,9.6,"56,934"
MI,Berrien County,15.9,"50,659"
MI,Branch County,13.2,"52,255"
MI,Calhoun County,13.9,"50,205"
MI,Cass County,14.8,"55,029"
MI,Charlevoix County,9.7,"58,831"
MI,Cheboygan County,14.9,"47,876"
MI,Chippewa County,18.3,"49,610"
MI,Clare County,19.6,"42,480"
MI,Clinton County,7.8,"72,666"
MI,Crawford County,14,"49,114"
MI,Delta County,13.8,"48,880"
MI,Dickinson County,9.9,"53,751"
MI,Eaton County,7.5,"65,891"
MI,Emmet County,9.2,"59,456"
MI,Genesee County,16.6,"50,554"
MI,Gladwin County,13.5,"46,458"
MI,Gogebic County,17.1,"39,030"
MI,Grand Traverse County,7.2,"65,041"
MI,Gratiot County,14.3,"51,046"
MI,Hillsdale County,15.3,"50,015"
MI,Houghton County,14.7,"45,006"
MI,Huron County,13.7,"49,126"
MI,Ingham County,17.3,"54,704"
MI,Ionia County,11.5,"59,582"
MI,Iosco County,14.2,"43,605"
MI,Iron County,13.7,"46,814"
MI,Isabella County,22.9,"46,677"
MI,Jackson County,13.7,"56,001"
MI,Kalamazoo County,13.3,"56,739"
MI,Kalkaska County,13.9,"47,620"
MI,Kent County,11.2,"66,560"
MI,Keweenaw County,10.3,"47,318"
MI,Lake County,20.2,"38,044"
MI,Lapeer County,10.1,"66,415"
MI,Leelanau County,7.1,"72,888"
MI,Lenawee County,11.8,"55,466"
MI,Livingston County,4.4,"87,827"
MI,Luce County,19.2,"45,464"
MI,Mackinac County,14.1,"44,986"
MI,Macomb County,8.6,"65,051"
MI,Manistee County,12.3,"50,047"
MI,Marquette County,11.8,"54,913"
MI,Mason County,13.9,"49,869"
MI,Mecosta County,19.9,"47,705"
MI,Menominee County,13.5,"49,189"
MI,Midland County,9.7,"69,859"
MI,Missaukee County,10.9,"51,317"
MI,Monroe County,10.2,"64,341"
MI,Montcalm County,12.4,"52,089"
MI,Montmorency County,14.4,"40,126"
MI,Muskegon County,13.5,"50,730"
MI,Newaygo County,15.7,"51,772"
MI,Oakland County,7.8,"81,257"
MI,Oceana County,14.8,"52,319"
MI,Ogemaw County,18.2,"41,347"
MI,Ontonagon County,13.3,"45,531"
MI,Osceola County,14.6,"47,343"
MI,Oscoda County,15.4,"44,594"
MI,Otsego County,10,"52,392"
MI,Ottawa County,7.8,"69,827"
MI,Presque Isle County,10.8,"47,339"
MI,Roscommon County,15.3,"42,546"
MI,Saginaw County,18.6,"48,471"
MI,St. Clair County,10.4,"60,208"
MI,St. Joseph County,12.9,"54,024"
MI,Sanilac County,13.6,"49,917"
MI,Schoolcraft County,14.3,"50,256"
MI,Shiawassee County,10.9,"55,633"
MI,Tuscola County,11.6,"52,342"
MI,Van Buren County,13,"58,733"
MI,Washtenaw County,13,"76,728"
MI,Wayne County,19.8,"50,753"
MI,Wexford County,12.4,"53,146"
MN,Minnesota,8.9,"74,529"
MN,Aitkin County,12.5,"51,936"
MN,Anoka County,6.2,"83,363"
MN,Becker County,10.2,"61,311"
MN,Beltrami County,16.3,"54,638"
MN,Benton County,8.6,"63,395"
MN,Big Stone County,11,"52,692"
MN,Blue Earth County,15.2,"60,408"
MN,Brown County,7.4,"62,904"
MN,Carlton County,9.1,"65,749"
MN,Carver County,4.3,"101,891"
MN,Cass County,11.4,"54,267"
MN,Chippewa County,10.4,"54,984"
MN,Chisago County,6.2,"84,811"
MN,Clay County,11.9,"64,874"
MN,Clearwater County,11.5,"54,896"
MN,Cook County,8.9,"58,664"
MN,Cottonwood County,10.8,"53,725"
MN,Crow Wing County,10.5,"60,384"
MN,Dakota County,6.3,"89,075"
MN,Dodge County,5.6,"86,436"
MN,Douglas County,6.3,"67,592"
MN,Faribault County,12.2,"54,193"
MN,Fillmore County,9.4,"62,716"
MN,Freeborn County,9.6,"56,716"
MN,Goodhue County,7.1,"71,497"
MN,Grant County,8.8,"55,247"
MN,Hennepin County,9.7,"82,323"
MN,Houston County,7.8,"64,920"
MN,Hubbard County,11.2,"56,064"
MN,Isanti County,6.9,"77,963"
MN,Itasca County,11.2,"58,660"
MN,Jackson County,9.8,"57,915"
MN,Kanabec County,10.1,"63,595"
MN,Kandiyohi County,9.8,"64,129"
MN,Kittson County,9.2,"62,762"
MN,Koochiching County,13,"52,545"
MN,Lac qui Parle County,9.5,"56,825"
MN,Lake County,9,"61,082"
MN,Lake of the Woods County,9.2,"56,244"
MN,Le Sueur County,7.1,"75,519"
MN,Lincoln County,10.1,"55,328"
MN,Lyon County,10.6,"63,849"
MN,McLeod County,6.3,"64,380"
MN,Mahnomen County,21.3,"46,702"
MN,Marshall County,7.5,"59,793"
MN,Martin County,10.5,"54,602"
MN,Meeker County,7.9,"63,812"
MN,Mille Lacs County,11.4,"59,262"
MN,Morrison County,8.9,"61,847"
MN,Mower County,11.5,"55,276"
MN,Murray County,8.5,"61,007"
MN,Nicollet County,9.9,"71,067"
MN,Nobles County,11,"57,300"
MN,Norman County,10.4,"53,961"
MN,Olmsted County,6.7,"80,631"
MN,Otter Tail County,11,"59,901"
MN,Pennington County,9.8,"55,870"
MN,Pine County,11.6,"55,684"
MN,Pipestone County,11.1,"55,405"
MN,Polk County,10.8,"60,582"
MN,Pope County,8.9,"59,442"
MN,Ramsey County,12.4,"68,652"
MN,Red Lake County,9.9,"58,384"
MN,Redwood County,9.7,"60,097"
MN,Renville County,10,"59,110"
MN,Rice County,8.2,"72,438"
MN,Rock County,8.7,"63,451"
MN,Roseau County,6,"62,924"
MN,St. Louis County,12.8,"60,228"
MN,Scott County,4.2,"108,718"
MN,Sherburne County,5.5,"95,323"
MN,Sibley County,10.7,"66,757"
MN,Stearns County,11.2,"66,449"
MN,Steele County,6.3,"68,603"
MN,Stevens County,11.9,"59,045"
MN,Swift County,9.5,"60,127"
MN,Todd County,11.8,"51,746"
MN,Traverse County,11.9,"57,602"
MN,Wabasha County,8.4,"63,435"
MN,Wadena County,12.5,"50,663"
MN,Waseca County,8.9,"63,907"
MN,Washington County,4.6,"100,857"
MN,Watonwan County,10.1,"57,290"
MN,Wilkin County,9.1,"69,890"
MN,Winona County,11,"64,219"
MN,Wright County,5.2,"91,374"
MN,Yellow Medicine County,9.6,"61,074"
MS,Mississippi,19.5,"45,928"
MS,Adams County,27.9,"34,583"
MS,Alcorn County,17.3,"43,496"
MS,Amite County,20.9,"41,575"
MS,Attala County,24.1,"36,905"
MS,Benton County,20.7,"37,875"
MS,Bolivar County,36.6,"30,309"
MS,Calhoun County,17.2,"38,648"
MS,Carroll County,17.2,"44,885"
MS,Chickasaw County,22.7,"37,533"
MS,Choctaw County,20.9,"41,146"
MS,Claiborne County,37.5,"31,221"
MS,Clarke County,23.2,"42,826"
MS,Clay County,29.7,"33,653"
MS,Coahoma County,38.2,"30,242"
MS,Copiah County,22.1,"42,299"
MS,Covington County,21.3,"42,076"
MS,DeSoto County,9.4,"67,450"
MS,Forrest County,23.3,"40,224"
MS,Franklin County,19.6,"41,420"
MS,George County,16.6,"51,858"
MS,Greene County,21.8,"48,641"
MS,Grenada County,20.3,"40,561"
MS,Hancock County,16.7,"50,401"
MS,Harrison County,17.5,"49,619"
MS,Hinds County,20.1,"44,773"
MS,Holmes County,33.8,"26,348"
MS,Humphreys County,37.1,"28,464"
MS,Issaquena County,35.8,"30,944"
MS,Itawamba County,12.8,"49,214"
MS,Jackson County,15.1,"53,414"
MS,Jasper County,20.5,"40,923"
MS,Jefferson County,28.9,"30,871"
