State,County,PovertyRate,MedianHouseholdIncome
OK,Hughes County,21.4,"37,631"
OK,Jackson County,17.3,"48,430"
OK,Jefferson County,20.8,"39,785"
OK,Johnston County,21,"41,805"
OK,Kay County,16.1,"48,522"
OK,Kingfisher County,8.9,"68,839"
OK,Kiowa County,21.9,"39,788"
OK,Latimer County,18.5,"42,014"
OK,Le Flore County,20.5,"42,378"
OK,Lincoln County,13.9,"51,012"
OK,Logan County,12.4,"66,625"
OK,Love County,13.4,"51,481"
OK,McClain County,7.1,"75,009"
OK,McCurtain County,21.9,"40,803"
OK,McIntosh County,19.7,"40,614"
OK,Major County,13.4,"59,690"
OK,Marshall County,18.2,"45,005"
OK,Mayes County,17.7,"49,293"
OK,Murray County,14.9,"50,965"
OK,Muskogee County,22.7,"43,392"
OK,Noble County,12.3,"56,307"
OK,Nowata County,15,"47,456"
OK,Okfuskee County,27.4,"39,265"
OK,Oklahoma County,14.9,"56,272"
OK,Okmulgee County,18.7,"41,725"
OK,Osage County,14.9,"50,667"
OK,Ottawa County,18.5,"41,530"
OK,Pawnee County,15.2,"47,646"
OK,Payne County,23,"43,025"
OK,Pittsburg County,19.7,"47,215"
OK,Pontotoc County,13.9,"49,510"
OK,Pottawatomie County,14.8,"52,747"
OK,Pushmataha County,23.9,"37,718"
OK,Roger Mills County,13.4,"59,286"
OK,Rogers County,10.4,"67,054"
OK,Seminole County,22,"40,725"
OK,Sequoyah County,21.6,"43,038"
OK,Stephens County,14.8,"47,826"
OK,Texas County,14.7,"56,014"
OK,Tillman County,20.4,"41,251"
OK,Tulsa County,14.3,"57,668"
OK,Wagoner County,8.2,"65,191"
OK,Washington County,12.9,"62,515"
OK,Washita County,12.6,"50,823"
OK,Woods County,15.2,"40,684"
OK,Woodward County,12.2,"73,253"
OR,Oregon,11.5,"66,955"
OR,Baker County,13.6,"48,530"
OR,Benton County,16.5,"69,148"
OR,Clackamas County,7.2,"80,539"
OR,Clatsop County,12,"59,339"
OR,Columbia County,8.6,"72,285"
OR,Coos County,15.6,"49,504"
OR,Crook County,10.9,"58,739"
OR,Curry County,13.4,"51,267"
OR,Deschutes County,9.2,"71,880"
OR,Douglas County,11.8,"48,940"
OR,Gilliam County,10.9,"61,205"
OR,Grant County,15.3,"49,792"
OR,Harney County,14.2,"39,874"
OR,Hood River County,8.4,"68,835"
OR,Jackson County,13.6,"56,367"
OR,Jefferson County,15,"52,543"
OR,Josephine County,15.9,"47,533"
OR,Klamath County,16.7,"53,030"
OR,Lake County,17,"47,867"
OR,Lane County,13.9,"57,212"
OR,Lincoln County,14.6,"52,276"
OR,Linn County,12.6,"61,084"
OR,Malheur County,21,"42,019"
OR,Marion County,12.2,"64,058"
OR,Morrow County,12.7,"59,781"
OR,Multnomah County,12,"72,469"
OR,Polk County,9.4,"69,757"
OR,Sherman County,12.5,"60,035"
OR,Tillamook County,12,"52,298"
OR,Umatilla County,13.9,"58,286"
OR,Union County,13.6,"54,264"
OR,Wallowa County,12.3,"52,106"
OR,Wasco County,12.2,"56,993"
OR,Washington County,8.2,"85,665"
OR,Wheeler County,17.7,"42,747"
OR,Yamhill County,10.6,"71,815"
PA,Pennsylvania,12,"63,455"
PA,Adams County,7.6,"67,706"
PA,Allegheny County,10.8,"64,799"
PA,Armstrong County,11.1,"56,259"
PA,Beaver County,11.7,"60,323"
PA,Bedford County,10.4,"54,251"
PA,Berks County,10.2,"67,418"
PA,Blair County,14.9,"51,004"
PA,Bradford County,14.3,"51,356"
PA,Bucks County,5.7,"93,587"
PA,Butler County,7.8,"72,576"
PA,Cambria County,14.9,"48,798"
PA,Cameron County,14,"43,704"
PA,Carbon County,9.8,"59,985"
PA,Centre County,15.9,"61,036"
PA,Chester County,5.9,"102,233"
PA,Clarion County,14.1,"49,173"
PA,Clearfield County,13.7,"46,967"
PA,Clinton County,13.4,"50,777"
PA,Columbia County,14.7,"54,377"
PA,Crawford County,12.6,"49,741"
PA,Cumberland County,7.2,"75,269"
PA,Dauphin County,11.3,"60,763"
PA,Delaware County,9.9,"76,783"
PA,Elk County,9.8,"55,462"
PA,Erie County,16.6,"51,923"
PA,Fayette County,17.5,"48,055"
PA,Forest County,26,"41,267"
PA,Franklin County,8.1,"62,699"
PA,Fulton County,12.2,"56,357"
PA,Greene County,14.2,"56,599"
PA,Huntingdon County,13,"54,323"
PA,Indiana County,14,"51,299"
PA,Jefferson County,16.4,"50,789"
PA,Juniata County,10.4,"57,837"
PA,Lackawanna County,14.2,"53,655"
PA,Lancaster County,10.5,"67,515"
PA,Lawrence County,12.3,"50,979"
PA,Lebanon County,10.4,"61,560"
PA,Lehigh County,11.5,"65,436"
PA,Luzerne County,15.2,"53,439"
PA,Lycoming County,13.6,"53,762"
PA,Mc Kean County,14.6,"53,266"
PA,Mercer County,13.1,"54,099"
PA,Mifflin County,13.3,"50,571"
PA,Monroe County,12.2,"63,012"
PA,Montgomery County,6,"92,340"
PA,Montour County,9.1,"65,534"
PA,Northampton County,7.9,"73,780"
PA,Northumberland County,13.3,"47,967"
PA,Perry County,8.9,"65,401"
PA,Philadelphia County,23,"47,598"
PA,Pike County,9.2,"66,595"
PA,Potter County,11.7,"49,054"
PA,Schuylkill County,11.7,"55,951"
PA,Snyder County,10.3,"56,873"
PA,Somerset County,12.5,"49,082"
PA,Sullivan County,12.9,"51,718"
PA,Susquehanna County,11.3,"60,235"
PA,Tioga County,13.4,"51,324"
PA,Union County,12,"61,306"
PA,Venango County,12.5,"53,619"
PA,Warren County,13.5,"52,592"
PA,Washington County,9.9,"65,558"
PA,Wayne County,12.4,"56,265"
PA,Westmoreland County,10.5,"59,407"
PA,Wyoming County,9.9,"60,419"
PA,York County,9.2,"69,101"
RI,Rhode Island,11.6,"70,383"
RI,Bristol County,6.8,"87,926"
RI,Kent County,8.1,"74,230"
RI,Newport County,8.5,"80,862"
RI,Providence County,14,"62,165"
RI,Washington County,8,"86,450"
SC,South Carolina,13.9,"56,360"
SC,Abbeville County,14.8,"46,499"
SC,Aiken County,12.5,"56,824"
SC,Allendale County,30.2,"32,147"
SC,Anderson County,12.9,"54,496"
SC,Bamberg County,24.2,"35,364"
SC,Barnwell County,24.9,"36,675"
SC,Beaufort County,10.2,"73,890"
SC,Berkeley County,10.7,"68,690"
SC,Calhoun County,18.2,"47,090"
SC,Charleston County,11.7,"70,980"
SC,Cherokee County,16,"46,905"
SC,Chester County,17.7,"45,400"
SC,Chesterfield County,19.9,"42,441"
SC,Clarendon County,25.1,"39,900"
SC,Colleton County,21,"40,808"
SC,Darlington County,19.6,"44,007"
SC,Dillon County,26.8,"35,483"
SC,Dorchester County,9.3,"68,051"
SC,Edgefield County,15.7,"52,591"
SC,Fairfield County,19.1,"42,496"
SC,Florence County,17,"49,770"
SC,Georgetown County,17.5,"53,747"
SC,Greenville County,10.7,"64,399"
SC,Greenwood County,18,"43,958"
SC,Hampton County,23.2,"37,560"
SC,Horry County,12.7,"53,648"
SC,Jasper County,17.2,"50,790"
SC,Kershaw County,13.8,"56,318"
SC,Lancaster County,11.8,"63,842"
SC,Laurens County,19.1,"47,038"
SC,Lee County,25.4,"37,710"
SC,Lexington County,11.9,"62,059"
SC,McCormick County,18.1,"48,645"
SC,Marion County,24.9,"35,138"
SC,Marlboro County,28.9,"34,532"
SC,Newberry County,14,"50,773"
SC,Oconee County,13.1,"52,240"
SC,Orangeburg County,26.3,"38,736"
SC,Pickens County,15.3,"52,949"
SC,Richland County,16.2,"52,905"
SC,Saluda County,16.1,"49,493"
SC,Spartanburg County,12.9,"55,588"
SC,Sumter County,17.8,"49,611"
SC,Union County,19.9,"42,851"
SC,Williamsburg County,27.8,"34,409"
SC,York County,8.6,"68,468"
SD,South Dakota,11.9,"60,414"
SD,Aurora County,10.2,"56,360"
SD,Beadle County,12.9,"51,844"
SD,Bennett County,31.6,"36,345"
SD,Bon Homme County,14.1,"52,660"
SD,Brookings County,11.9,"59,036"
SD,Brown County,9.4,"61,447"
SD,Brule County,12.6,"65,008"
SD,Buffalo County,39.8,"26,671"
SD,Butte County,12.9,"50,105"
SD,Campbell County,10.5,"56,043"
SD,Charles Mix County,21.2,"51,340"
SD,Clark County,12.1,"54,158"
SD,Clay County,19,"51,039"
SD,Codington County,9.7,"63,442"
SD,Corson County,40.3,"32,848"
SD,Custer County,9.6,"63,665"
SD,Davison County,11.7,"57,367"
SD,Day County,13.2,"51,516"
SD,Deuel County,8.7,"65,217"
SD,Dewey County,27.6,"47,640"
SD,Douglas County,11.2,"56,030"
SD,Edmunds County,10.7,"59,905"
SD,Fall River County,13.9,"49,965"
SD,Faulk County,15.7,"49,198"
SD,Grant County,9.1,"60,057"
SD,Gregory County,15.5,"42,868"
SD,Haakon County,11.4,"50,747"
SD,Hamlin County,8.9,"60,864"
SD,Hand County,10.3,"56,239"
SD,Hanson County,7.9,"78,478"
SD,Harding County,11.9,"55,482"
SD,Hughes County,8.9,"66,952"
SD,Hutchinson County,10.5,"59,336"
SD,Hyde County,11.5,"63,454"
SD,Jackson County,29.9,"37,879"
SD,Jerauld County,16.3,"52,162"
SD,Jones County,12.9,"52,650"
SD,Kingsbury County,8.5,"61,992"
SD,Lake County,9.5,"63,946"
SD,Lawrence County,12.4,"53,902"
SD,Lincoln County,3.8,"86,235"
SD,Lyman County,21.1,"47,813"
SD,McCook County,9.2,"62,535"
SD,McPherson County,19.5,"43,243"
SD,Marshall County,11.8,"59,103"
SD,Meade County,8.7,"59,981"
SD,Mellette County,33.3,"36,489"
SD,Miner County,10.5,"52,230"
SD,Minnehaha County,8.7,"63,162"
SD,Moody County,8.7,"61,029"
SD,Oglala Lakota County,40.1,"34,078"
SD,Pennington County,12,"58,919"
SD,Perkins County,14.5,"49,999"
SD,Potter County,10.4,"58,012"
SD,Roberts County,19.6,"49,088"
SD,Sanborn County,12.6,"56,507"
SD,Spink County,11.5,"54,666"
SD,Stanley County,7.7,"70,472"
SD,Sully County,8.2,"61,791"
SD,Todd County,43.4,"34,015"
SD,Tripp County,18.8,"50,503"
SD,Turner County,10.1,"63,852"
SD,Union County,6.3,"83,910"
SD,Walworth County,15.1,"51,472"
SD,Yankton County,10.1,"60,868"
SD,Ziebach County,47.7,"33,508"
TN,Tennessee,13.8,"56,047"
TN,Anderson County,15.3,"50,973"
TN,Bedford County,13.9,"50,539"
TN,Benton County,17.6,"42,322"
TN,Bledsoe County,27.3,"42,730"
TN,Blount County,10.5,"59,368"
TN,Bradley County,14.5,"52,534"
TN,Campbell County,21.9,"42,500"
TN,Cannon County,13,"52,960"
TN,Carroll County,16.8,"43,258"
TN,Carter County,19.3,"39,964"
TN,Cheatham County,9.6,"62,786"
TN,Chester County,14.8,"50,769"
TN,Claiborne County,19.7,"40,116"
TN,Clay County,20.1,"36,694"
TN,Cocke County,22.8,"40,528"
TN,Coffee County,14.4,"54,931"
TN,Crockett County,15.8,"45,642"
TN,Cumberland County,13.3,"49,142"
TN,Davidson County,12.6,"63,846"
TN,Decatur County,16,"45,215"
TN,DeKalb County,18,"46,407"
TN,Dickson County,10.1,"59,126"
TN,Dyer County,17.3,"48,770"
TN,Fayette County,11.2,"67,345"
TN,Fentress County,20.9,"38,608"
TN,Franklin County,13.9,"54,319"
TN,Gibson County,14.3,"46,384"
TN,Giles County,13.4,"50,847"
TN,Grainger County,17.1,"44,929"
TN,Greene County,15.9,"44,975"
TN,Grundy County,21.4,"38,447"
TN,Hamblen County,14.4,"46,842"
TN,Hamilton County,12.7,"57,802"
TN,Hancock County,26.4,"31,938"
TN,Hardeman County,19.2,"40,989"
TN,Hardin County,17.5,"44,510"
TN,Hawkins County,18.1,"46,602"
TN,Haywood County,20.7,"38,950"
TN,Henderson County,15.8,"46,826"
TN,Henry County,18.3,"43,159"
TN,Hickman County,16.3,"46,176"
TN,Houston County,17.8,"40,915"
TN,Humphreys County,13.1,"52,121"
TN,Jackson County,17.1,"41,749"
TN,Jefferson County,12.5,"50,332"
TN,Johnson County,25.2,"40,219"
TN,Knox County,13.4,"60,316"
TN,Lake County,35.5,"34,059"
TN,Lauderdale County,19.3,"43,545"
TN,Lawrence County,16.7,"43,448"
TN,Lewis County,15.2,"45,874"
TN,Lincoln County,12.8,"54,558"
TN,Loudon County,9.7,"65,226"
TN,McMinn County,14.5,"49,836"
TN,McNairy County,17,"45,469"
TN,Macon County,15.5,"44,334"
TN,Madison County,17.6,"50,401"
TN,Marion County,15.3,"47,675"
TN,Marshall County,13.1,"58,151"
TN,Maury County,8.5,"66,434"
TN,Meigs County,16.1,"48,334"
TN,Monroe County,16.5,"50,506"
TN,Montgomery County,12,"57,606"
TN,Moore County,10,"61,804"
TN,Morgan County,22,"43,952"
TN,Obion County,14.6,"44,061"
TN,Overton County,17.1,"43,636"
TN,Perry County,14.4,"42,939"
TN,Pickett County,17.8,"41,860"
TN,Polk County,15.3,"45,922"
TN,Putnam County,16.1,"49,083"
TN,Rhea County,15.4,"47,599"
TN,Roane County,14.6,"50,561"
TN,Robertson County,10.5,"65,790"
TN,Rutherford County,10,"69,614"
TN,Scott County,22,"38,750"
TN,Sequatchie County,17.4,"46,876"
TN,Sevier County,12.9,"54,476"
TN,Shelby County,17.2,"52,659"
TN,Smith County,15.3,"54,570"
TN,Stewart County,12.9,"52,177"
TN,Sullivan County,15.1,"51,303"
TN,Sumner County,8.6,"69,391"
TN,Tipton County,10.5,"61,436"
TN,Trousdale County,15.8,"51,982"
TN,Unicoi County,15.8,"44,548"
TN,Union County,18.3,"48,106"
TN,Van Buren County,15.5,"44,451"
TN,Warren County,15.9,"46,144"
TN,Washington County,15.8,"51,879"
TN,Wayne County,17.3,"45,091"
TN,Weakley County,17.7,"42,506"
TN,White County,16,"43,583"
TN,Williamson County,4.3,"119,637"
TN,Wilson County,7.4,"80,080"
TX,Texas,13.6,"64,044"
TX,Anderson County,19.8,"48,461"
TX,Andrews County,10.2,"74,918"
TX,Angelina County,15.6,"51,750"
TX,Aransas County,18.7,"53,085"
TX,Archer County,10.3,"63,731"
TX,Armstrong County,10.6,"64,424"
TX,Atascosa County,14.7,"57,309"
TX,Austin County,11.1,"68,311"
TX,Bailey County,15.9,"46,174"
TX,Bandera County,12.9,"59,604"
TX,Bastrop County,14,"62,627"
TX,Baylor County,15.9,"41,539"
TX,Bee County,24,"44,171"
TX,Bell County,13.8,"54,831"
TX,Bexar County,15.2,"58,956"
TX,Blanco County,8.6,"68,404"
TX,Borden County,10.6,"71,926"
TX,Bosque County,13.7,"55,179"
TX,Bowie County,16.8,"51,207"
TX,Brazoria County,8.6,"83,704"
TX,Brazos County,20,"54,471"
TX,Brewster County,13.1,"48,581"
TX,Briscoe County,15,"44,259"
TX,Brooks County,29.6,"31,410"
TX,Brown County,13.7,"56,040"
TX,Burleson County,13.8,"61,745"
TX,Burnet County,10.5,"62,827"
TX,Caldwell County,14.4,"55,301"
TX,Calhoun County,14.7,"55,909"
TX,Callahan County,12.1,"50,812"
TX,Cameron County,25.5,"40,893"
TX,Camp County,16.6,"47,091"
TX,Carson County,8.5,"69,760"
TX,Cass County,17.3,"44,529"
TX,Castro County,15.3,"51,736"
TX,Chambers County,8.6,"93,351"
TX,Cherokee County,16.5,"46,576"
TX,Childress County,21.9,"44,095"
TX,Clay County,11.5,"59,983"
TX,Cochran County,19.5,"43,742"
TX,Coke County,13.1,"48,435"
TX,Coleman County,17.7,"44,834"
TX,Collin County,6.1,"96,847"
TX,Collingsworth County,19.8,"40,314"
TX,Colorado County,13.6,"55,607"
TX,Comal County,6.7,"87,976"
TX,Comanche County,13.5,"54,122"
TX,Concho County,15.1,"43,321"
TX,Cooke County,12.7,"61,186"
TX,Coryell County,11.8,"53,083"
TX,Cottle County,18.9,"40,449"
TX,Crane County,9.6,"68,626"
TX,Crockett County,13.8,"54,165"
TX,Crosby County,22.1,"38,871"
TX,Culberson County,19.7,"44,462"
TX,Dallam County,11.4,"55,793"
TX,Dallas County,14,"61,807"
TX,Dawson County,20.6,"48,165"
TX,Deaf Smith County,17,"46,178"
TX,Delta County,16,"51,348"
TX,Denton County,6.5,"90,910"
TX,DeWitt County,17.1,"52,544"
TX,Dickens County,19.4,"41,973"
TX,Dimmit County,25.3,"40,315"
TX,Donley County,16.4,"41,093"
TX,Duval County,23.9,"37,100"
TX,Eastland County,16.7,"46,991"
TX,Ector County,12.1,"65,564"
TX,Edwards County,20.7,"40,424"
TX,Ellis County,8.7,"78,341"
TX,El Paso County,18.8,"48,629"
TX,Erath County,15.2,"53,044"
TX,Falls County,21.6,"41,484"
TX,Fannin County,13.2,"56,123"
TX,Fayette County,10.9,"62,195"
TX,Fisher County,13.3,"51,053"
TX,Floyd County,17.3,"45,022"
TX,Foard County,17,"38,615"
TX,Fort Bend County,6.6,"101,361"
TX,Franklin County,14.4,"50,630"
TX,Freestone County,15.5,"52,511"
TX,Frio County,27.7,"40,360"
TX,Gaines County,13.2,"67,171"
TX,Galveston County,11.3,"73,214"
TX,Garza County,24.2,"48,975"
TX,Gillespie County,8.5,"62,143"
TX,Glasscock County,7.9,"93,759"
TX,Goliad County,13.4,"56,758"
TX,Gonzales County,16.2,"48,425"
TX,Gray County,14.5,"52,543"
TX,Grayson County,11.6,"57,439"
TX,Gregg County,16.5,"53,137"
TX,Grimes County,15.9,"51,651"
TX,Guadalupe County,7.4,"78,801"
TX,Hale County,17.9,"49,187"
TX,Hall County,25.4,"35,940"
TX,Hamilton County,14.3,"52,505"
TX,Hansford County,11.7,"58,703"
TX,Hardeman County,19.2,"40,057"
TX,Hardin County,12.1,"62,616"
TX,Harris County,15,"61,638"
TX,Harrison County,17.8,"55,171"
TX,Hartley County,8.6,"72,796"
TX,Haskell County,20.7,"38,613"
TX,Hays County,11.2,"72,890"
TX,Hemphill County,9.1,"71,299"
TX,Henderson County,17.5,"49,896"
TX,Hidalgo County,26.9,"41,656"
TX,Hill County,13.1,"53,210"
TX,Hockley County,15.5,"51,149"
TX,Hood County,9.2,"74,534"
TX,Hopkins County,14.7,"50,332"
TX,Houston County,20.9,"43,601"
TX,Howard County,17,"61,112"
TX,Hudspeth County,28,"39,309"
TX,Hunt County,14.8,"57,513"
TX,Hutchinson County,11.4,"57,936"
TX,Irion County,7.4,"68,630"
TX,Jack County,15.6,"55,358"
TX,Jackson County,13.8,"55,800"
TX,Jasper County,19.5,"47,252"
TX,Jeff Davis County,12.7,"53,362"
TX,Jefferson County,16.9,"55,173"
TX,Jim Hogg County,22.8,"38,788"
TX,Jim Wells County,21,"44,444"
TX,Johnson County,11,"66,538"
TX,Jones County,20.4,"51,094"
TX,Karnes County,21,"54,843"
TX,Kaufman County,9.8,"75,009"
TX,Kendall County,7.4,"94,899"
TX,Kenedy County,14.2,"46,132"
TX,Kent County,11.5,"52,591"
TX,Kerr County,12.5,"57,789"
TX,Kimble County,17,"44,757"
TX,King County,11,"71,256"
TX,Kinney County,18.9,"47,076"
TX,Kleberg County,23.3,"47,169"
TX,Knox County,19.1,"40,808"
TX,Lamar County,18.4,"47,061"
TX,Lamb County,18.5,"42,719"
TX,Lampasas County,12.4,"58,817"
TX,La Salle County,26.6,"41,683"
TX,Lavaca County,11,"52,632"
TX,Lee County,10.7,"59,250"
TX,Leon County,14.4,"50,522"
TX,Liberty County,14.4,"53,274"
TX,Limestone County,19.2,"43,644"
TX,Lipscomb County,12.4,"65,388"
TX,Live Oak County,16.5,"54,163"
TX,Llano County,10.8,"55,617"
TX,Loving County,7.1,"88,487"
TX,Lubbock County,17.9,"54,733"
TX,Lynn County,16,"45,737"
TX,McCulloch County,17.6,"43,262"
TX,McLennan County,18,"51,078"
TX,McMullen County,10.5,"68,349"
TX,Madison County,17.8,"46,274"
TX,Marion County,21.4,"37,876"
TX,Martin County,12.1,"68,745"
TX,Mason County,11.7,"54,914"
TX,Matagorda County,17.5,"49,276"
TX,Maverick County,26.9,"40,017"
TX,Medina County,12.2,"60,695"
TX,Menard County,20.7,"38,425"
TX,Midland County,9.9,"85,811"
TX,Milam County,16.3,"48,989"
TX,Mills County,13.2,"46,876"
TX,Mitchell County,19.5,"44,457"
TX,Montague County,12.9,"53,649"
TX,Montgomery County,8.9,"88,833"
TX,Moore County,11.9,"55,099"
TX,Morris County,18.1,"43,304"
TX,Motley County,17.6,"40,217"
TX,Nacogdoches County,20.9,"46,207"
TX,Navarro County,13.4,"48,649"
TX,Newton County,22.8,"45,890"
TX,Nolan County,17.5,"46,389"
TX,Nueces County,16.5,"56,079"
TX,Ochiltree County,11.4,"62,567"
TX,Oldham County,13.1,"59,404"
TX,Orange County,12.5,"62,976"
TX,Palo Pinto County,17.2,"50,159"
TX,Panola County,14.3,"56,882"
TX,Parker County,8.2,"82,501"
TX,Parmer County,11.8,"50,607"
TX,Pecos County,18.7,"52,763"
TX,Polk County,16.7,"50,416"
TX,Potter County,20.3,"41,138"
TX,Presidio County,19.2,"33,499"
TX,Rains County,13.4,"65,657"
TX,Randall County,9,"70,694"
TX,Reagan County,8.9,"67,384"
TX,Real County,17.7,"40,834"
TX,Red River County,19.6,"41,325"
TX,Reeves County,22.1,"48,990"
TX,Refugio County,18,"46,883"
TX,Roberts County,7.4,"70,705"
TX,Robertson County,20.7,"47,016"
TX,Rockwall County,4.8,"105,763"
TX,Runnels County,17.2,"48,650"
TX,Rusk County,15.4,"56,036"
TX,Sabine County,17.6,"43,778"
TX,San Augustine County,22.5,"40,094"
TX,San Jacinto County,16.8,"42,633"
TX,San Patricio County,14.4,"57,302"
TX,San Saba County,20.7,"46,061"
TX,Schleicher County,15,"53,286"
TX,Scurry County,14.7,"56,299"
TX,Shackelford County,12.7,"65,095"
TX,Shelby County,21.4,"39,708"
TX,Sherman County,11.1,"55,473"
TX,Smith County,12.9,"59,538"
TX,Somervell County,9.4,"67,897"
TX,Starr County,32.5,"32,516"
TX,Stephens County,17,"46,658"
TX,Sterling County,10.7,"66,790"
TX,Stonewall County,15.1,"48,267"
TX,Sutton County,13.1,"63,427"
TX,Swisher County,20.6,"44,388"
TX,Tarrant County,10.2,"70,130"
TX,Taylor County,14,"54,465"
TX,Terrell County,17.5,"45,677"
TX,Terry County,21.6,"42,953"
TX,Throckmorton County,13.9,"42,746"
TX,Titus County,16.3,"49,924"
TX,Tom Green County,12.9,"54,774"
TX,Travis County,10.8,"80,690"
TX,Trinity County,17.9,"43,788"
TX,Tyler County,17.2,"48,254"
TX,Upshur County,14.9,"53,078"
TX,Upton County,13.8,"58,908"
TX,Uvalde County,19.8,"44,690"
TX,Val Verde County,20.8,"45,034"
TX,Van Zandt County,13.6,"55,554"
TX,Victoria County,14.3,"57,344"
TX,Walker County,21.4,"47,519"
TX,Waller County,13.2,"61,822"
TX,Ward County,12.4,"61,396"
TX,Washington County,10.6,"59,039"
TX,Webb County,20.9,"52,576"
TX,Wharton County,16.4,"49,901"
TX,Wheeler County,11.6,"58,544"
TX,Wichita County,13.9,"51,535"
TX,Wilbarger County,14.9,"42,570"
TX,Willacy County,30.5,"35,821"
TX,Williamson County,5.4,"92,661"
TX,Wilson County,8.3,"76,905"
TX,Winkler County,12.5,"64,894"
TX,Wise County,8.3,"70,468"
TX,Wood County,14.3,"56,945"
TX,Yoakum County,10.6,"62,636"
TX,Young County,13.6,"52,643"
TX,Zapata County,30.1,"36,069"
TX,Zavala County,29.6,"32,538"
UT,Utah,8.8,"75,705"
UT,Beaver County,8.9,"58,309"
UT,Box Elder County,7.5,"69,380"
UT,Cache County,13.1,"63,180"
UT,Carbon County,16.4,"52,110"
UT,Daggett County,6.7,"63,433"
UT,Davis County,5.5,"87,610"
UT,Duchesne County,14.2,"59,437"
UT,Emery County,10.9,"61,893"
UT,Garfield County,9.4,"54,625"
UT,Grand County,12.2,"53,535"
UT,Iron County,13.1,"58,307"
UT,Juab County,9,"66,056"
UT,Kane County,9.4,"55,887"
UT,Millard County,11.8,"59,069"
UT,Morgan County,4,"101,943"
UT,Piute County,15.7,"42,196"
UT,Rich County,9.3,"64,583"
UT,Salt Lake County,9,"79,941"
UT,San Juan County,21.9,"49,438"
UT,Sanpete County,13.1,"54,648"
UT,Sevier County,12.1,"58,983"
UT,Summit County,4.7,"112,482"
UT,Tooele County,5.3,"80,196"
UT,Uintah County,11.1,"62,541"
UT,Utah County,9.7,"79,505"
UT,Wasatch County,5,"92,136"
UT,Washington County,9.5,"64,388"
UT,Wayne County,11.8,"50,555"
UT,Weber County,6.9,"71,835"
VT,Vermont,10.1,"63,293"
VT,Addison County,7.9,"73,574"
VT,Bennington County,10,"56,948"
VT,Caledonia County,12.3,"50,942"
VT,Chittenden County,10.5,"76,483"
VT,Essex County,14.8,"45,796"
VT,Franklin County,9.6,"65,056"
VT,Grand Isle County,8.1,"68,364"
VT,Lamoille County,9.1,"60,555"
VT,Orange County,9.4,"59,758"
VT,Orleans County,12.7,"48,826"
VT,Rutland County,10.8,"51,903"
VT,Washington County,8.4,"65,879"
VT,Windham County,11.6,"52,068"
VT,Windsor County,9.2,"61,843"
VA,Virginia,9.9,"76,471"
VA,Accomack County,16.4,"47,335"
VA,Albemarle County,6.7,"86,332"
VA,Alleghany County,11.5,"53,341"
VA,Amelia County,9.3,"60,096"
VA,Amherst County,12,"56,218"
VA,Appomattox County,12.6,"54,609"
VA,Arlington County,7.6,"118,986"
VA,Augusta County,7.3,"63,621"
VA,Bath County,9.9,"54,385"
VA,Bedford County,8.6,"66,591"
VA,Bland County,13.4,"49,023"
VA,Botetourt County,5.7,"74,178"
VA,Brunswick County,20.9,"43,835"
VA,Buchanan County,21.7,"36,881"
VA,Buckingham County,16.8,"47,202"
VA,Campbell County,10.8,"48,984"
VA,Caroline County,9.6,"64,647"
VA,Carroll County,13.9,"45,698"
VA,Charles City County,12.5,"56,465"
VA,Charlotte County,19.3,"43,001"
VA,Chesterfield County,6.6,"81,641"
VA,Clarke County,6.3,"85,567"
VA,Craig County,11.2,"53,319"
VA,Culpeper County,9.2,"79,739"
VA,Cumberland County,13.8,"52,005"
VA,Dickenson County,24.2,"37,161"
VA,Dinwiddie County,10.7,"58,474"
VA,Essex County,16.2,"53,538"
VA,Fairfax County,6,"127,898"
VA,Fauquier County,6.1,"103,827"
VA,Floyd County,11.4,"52,277"
VA,Fluvanna County,7.3,"75,089"
VA,Franklin County,11.5,"61,878"
VA,Frederick County,6.5,"83,672"
VA,Giles County,11.4,"53,111"
VA,Gloucester County,8.6,"71,715"
VA,Goochland County,6.2,"100,444"
VA,Grayson County,18.8,"41,312"
VA,Greene County,7.6,"73,345"
VA,Greensville County,24.5,"47,315"
VA,Halifax County,17.1,"42,619"
VA,Hanover County,5.1,"90,824"
VA,Henrico County,8.7,"68,975"
VA,Henry County,14.6,"41,908"
VA,Highland County,12.4,"45,917"
VA,Isle of Wight County,9.1,"78,749"
VA,James City County,5.8,"92,773"
VA,King and Queen County,11.7,"54,185"
VA,King George County,5.9,"85,657"
VA,King William County,6.9,"73,035"
VA,Lancaster County,13.3,"55,072"
VA,Lee County,27.1,"35,878"
VA,Loudoun County,3.1,"151,806"
VA,Louisa County,9.5,"64,135"
VA,Lunenburg County,19.2,"44,860"
VA,Madison County,9.3,"66,397"
VA,Mathews County,8.8,"69,112"
VA,Mecklenburg County,17.3,"43,128"
VA,Middlesex County,13.8,"58,834"
VA,Montgomery County,20.5,"58,740"
VA,Nelson County,11.8,"55,804"
VA,New Kent County,5,"102,619"
VA,Northampton County,18.1,"45,235"
VA,Northumberland County,12.7,"60,385"
VA,Nottoway County,21.5,"45,913"
VA,Orange County,9.7,"71,691"
VA,Page County,11.3,"52,877"
VA,Patrick County,15.5,"43,568"
VA,Pittsylvania County,15.1,"51,682"
VA,Powhatan County,5.4,"94,293"
VA,Prince Edward County,20.6,"44,586"
VA,Prince George County,8.3,"74,518"
VA,Prince William County,6.1,"106,208"
